date,energy,time_hours,time_period,moth
2014-08-31,0.989,12,AM,August
2014-11-07,0.77,7,PM,November
2014-07-27,2.333,4,PM,July
2014-08-26,0.552,2,PM,August
2014-11-13,0.095,2,AM,November
2014-11-11,0.619,8,PM,November
2014-03-08,0.706,4,PM,March
2014-09-24,0.907,6,AM,September
2014-05-20,0.304,8,AM,May
2014-07-21,0.403,3,AM,July
2014-10-26,0.972,6,PM,October
2014-01-09,2.106,7,AM,January
2014-07-12,1.114,10,PM,July
2014-11-04,0.559,5,AM,November
2014-12-06,0.453,10,PM,December
2014-04-23,0.173,11,AM,April
2014-12-10,0.506,11,AM,December
2014-12-04,1.258,5,PM,December
2014-11-17,0.155,9,AM,November
2014-07-21,1.793,7,AM,July
2014-07-14,0.778,10,AM,July
2014-01-01,0.396,3,AM,January
2014-05-16,0.154,2,AM,May
2014-10-21,0.226,10,AM,October
2014-08-16,1.242,3,PM,August
2014-01-08,0.904,1,PM,January
2014-02-21,1.199,7,AM,February
2014-12-01,0.644,10,PM,December
2014-02-19,0.666,10,PM,February
2014-11-24,0.62,5,PM,November
2014-03-04,0.396,12,PM,March
2014-12-27,1.228,7,AM,December
2014-06-28,3.758,7,PM,June
2014-11-14,0.191,11,AM,November
2014-07-10,1.152,11,PM,July
2014-05-05,0.778,6,AM,May
2014-05-05,0.274,9,AM,May
2014-07-11,4.882,7,PM,July
2014-11-01,0.972,8,PM,November
2014-12-19,2.376,7,PM,December
2014-04-29,0.648,7,PM,April
2014-09-16,0.322,11,PM,September
2014-02-18,1.596,6,PM,February
2014-07-13,0.583,2,AM,July
2014-01-30,2.552,5,AM,January
2014-11-29,0.159,1,AM,November
2014-04-29,0.176,10,PM,April
2014-10-25,0.557,12,AM,October
2014-03-02,1.685,8,PM,March
2014-06-07,3.532,6,PM,June
2014-05-22,0.182,1,AM,May
2014-10-13,0.351,10,PM,October
2014-08-02,1.224,11,PM,August
2014-04-04,0.14,10,AM,April
2014-04-18,0.12,9,PM,April
2014-02-07,0.394,2,PM,February
2014-03-23,0.432,11,AM,March
2014-04-20,0.286,12,AM,April
2014-01-20,2.64,6,AM,January
2014-09-04,0.326,11,PM,September
2014-04-30,0.357,6,PM,April
2014-04-18,0.402,5,PM,April
2014-07-03,0.422,3,AM,July
2014-04-17,0.106,3,PM,April
2014-08-22,1.654,5,PM,August
2014-04-21,0.127,8,AM,April
2014-04-01,0.216,7,AM,April
2014-06-20,0.364,1,AM,June
2014-10-28,0.288,4,PM,October
2014-08-29,0.499,9,PM,August
2014-08-22,0.781,10,PM,August
2014-10-10,0.24,4,PM,October
2014-05-02,0.381,3,PM,May
2014-12-28,0.581,12,PM,December
2014-06-07,1.714,12,AM,June
2014-12-14,0.898,12,AM,December
2014-05-10,0.547,10,AM,May
2014-06-20,0.727,9,PM,June
2014-01-29,2.88,7,PM,January
2014-09-09,0.312,10,PM,September
2014-02-14,0.238,4,AM,February
2014-04-14,0.097,10,AM,April
2014-12-10,0.392,8,AM,December
2014-08-01,1.483,6,AM,August
2014-11-13,0.661,5,PM,November
2014-02-07,0.446,4,PM,February
2014-11-10,0.157,12,AM,November
2014-06-04,2.419,6,PM,June
2014-08-18,0.514,10,AM,August
2014-10-03,0.228,4,PM,October
2014-08-04,1.368,6,AM,August
2014-04-02,0.289,7,AM,April
2014-09-17,0.413,10,PM,September
2014-11-13,0.551,6,AM,November
2014-04-20,0.132,11,PM,April
2014-02-20,0.262,1,AM,February
2014-06-06,0.508,9,AM,June
2014-09-27,1.386,8,PM,September
2014-08-24,0.684,9,PM,August
2014-07-22,1.212,10,PM,July
2014-11-30,0.13,4,AM,November
2014-12-04,2.099,7,PM,December
2014-10-12,0.212,1,AM,October
2014-01-20,2.016,7,AM,January
2014-08-21,1.274,7,AM,August
2014-01-05,2.99,8,AM,January
2014-06-01,3.694,7,PM,June
2014-02-08,0.371,2,AM,February
2014-01-06,0.808,3,PM,January
2014-10-27,0.734,6,AM,October
2014-09-23,0.302,4,PM,September
2014-12-21,0.554,11,AM,December
2014-02-26,0.523,2,PM,February
2014-10-25,0.535,4,PM,October
2014-11-12,0.153,2,PM,November
2014-09-27,1.399,7,PM,September
2014-09-10,0.248,9,AM,September
2014-10-28,0.392,9,PM,October
2014-07-24,1.066,3,PM,July
2014-04-11,0.072,4,AM,April
2014-03-05,0.162,4,AM,March
2014-04-13,0.141,10,PM,April
2014-12-16,0.233,1,AM,December
2014-06-11,2.707,8,PM,June
2014-02-18,0.398,10,AM,February
2014-06-28,1.469,2,PM,June
2014-03-01,0.717,6,AM,March
2014-03-10,0.408,9,PM,March
2014-12-16,0.655,10,PM,December
2014-04-04,0.27,11,PM,April
2014-01-28,2.688,6,AM,January
2014-05-20,0.356,11,PM,May
2014-07-12,2.117,5,PM,July
2014-02-25,0.335,9,AM,February
2014-04-27,0.443,8,PM,April
2014-06-29,0.529,2,AM,June
2014-02-27,0.498,12,PM,February
2014-09-15,0.636,7,AM,September
2014-06-09,3.197,8,PM,June
2014-08-02,0.461,9,PM,August
2014-04-25,0.055,3,AM,April
2014-05-12,0.662,7,AM,May
2014-09-13,0.617,5,PM,September
2014-01-19,1.296,12,AM,January
2014-01-19,0.564,4,AM,January
2014-12-13,0.653,1,PM,December
2014-02-26,0.394,8,AM,February
2014-08-15,1.068,11,PM,August
2014-09-22,0.678,5,AM,September
2014-03-31,0.134,3,AM,March
2014-07-22,0.922,2,PM,July
2014-01-15,2.576,6,PM,January
2014-08-25,0.6,10,PM,August
2014-08-24,1.056,6,AM,August
2014-02-26,0.655,9,PM,February
2014-09-28,0.378,10,AM,September
2014-09-15,0.252,2,PM,September
2014-10-21,0.866,5,PM,October
2014-06-27,0.727,3,PM,June
2014-07-10,0.499,2,AM,July
2014-10-20,0.247,2,PM,October
2014-04-02,0.125,12,PM,April
2014-07-04,2.184,11,PM,July
2014-12-31,0.488,2,PM,December
2014-10-02,0.108,4,AM,October
2014-06-02,0.605,1,PM,June
2014-02-04,0.612,11,AM,February
2014-06-23,0.85,8,AM,June
2014-01-21,0.34,1,AM,January
2014-04-08,0.071,1,AM,April
2014-11-20,0.097,3,AM,November
2014-08-29,0.374,9,AM,August
2014-09-05,0.958,6,AM,September
2014-04-07,0.458,6,PM,April
2014-10-22,0.364,9,PM,October
2014-12-18,0.249,2,AM,December
2014-01-20,2.09,5,AM,January
2014-12-17,0.502,10,AM,December
2014-09-18,0.294,4,PM,September
2014-03-24,0.162,2,AM,March
2014-10-19,0.518,2,PM,October
2014-11-30,0.834,6,PM,November
2014-09-05,0.141,4,AM,September
2014-12-28,0.7,11,AM,December
2014-05-14,0.368,11,AM,May
2014-08-06,0.538,3,PM,August
2014-01-19,1.888,6,AM,January
2014-02-10,0.54,11,AM,February
2014-09-27,0.712,4,PM,September
2014-02-28,2.419,7,PM,February
2014-12-09,0.589,11,AM,December
2014-04-05,0.491,8,PM,April
2014-12-22,0.484,2,PM,December
2014-10-26,0.72,7,AM,October
2014-11-24,0.794,7,PM,November
2014-02-09,1.102,9,AM,February
2014-09-15,1.037,5,PM,September
2014-12-07,0.446,11,PM,December
2014-03-25,0.404,10,PM,March
2014-02-11,1.285,7,AM,February
2014-03-26,0.475,9,PM,March
2014-09-07,0.504,12,AM,September
2014-07-07,1.056,10,PM,July
2014-05-14,0.986,6,PM,May
2014-11-24,0.693,6,PM,November
2014-07-08,3.307,5,PM,July
2014-07-22,0.662,9,AM,July
2014-06-07,1.195,2,PM,June
2014-11-29,0.373,9,AM,November
2014-07-27,0.828,1,AM,July
2014-08-30,0.994,9,AM,August
2014-05-04,0.768,2,PM,May
2014-07-22,2.268,7,AM,July
2014-06-01,0.443,1,AM,June
2014-10-14,0.288,4,PM,October
2014-01-24,1.13,12,PM,January
2014-07-23,0.446,3,AM,July
2014-02-06,2.131,8,PM,February
2014-04-23,0.088,12,AM,April
2014-09-10,0.322,12,PM,September
2014-05-24,0.602,2,PM,May
2014-03-15,0.688,11,PM,March
2014-02-08,1.091,5,PM,February
2014-08-09,2.268,6,PM,August
2014-02-28,0.218,4,AM,February
2014-08-27,0.576,8,AM,August
2014-03-26,0.95,5,AM,March
2014-11-09,0.286,1,PM,November
2014-07-12,4.32,6,PM,July
2014-10-09,0.89,6,PM,October
2014-03-29,0.408,11,AM,March
2014-09-11,0.246,2,PM,September
2014-12-15,0.218,2,AM,December
2014-11-02,0.289,9,PM,November
2014-04-16,0.138,8,AM,April
2014-05-13,0.349,2,PM,May
2014-03-04,0.389,9,PM,March
2014-02-10,0.49,10,AM,February
2014-11-25,0.196,11,PM,November
2014-10-28,0.115,3,AM,October
2014-07-22,0.893,4,PM,July
2014-01-30,0.96,1,PM,January
2014-01-14,0.92,11,AM,January
2014-08-12,1.81,5,PM,August
2014-10-01,0.149,12,AM,October
2014-08-06,0.499,2,PM,August
2014-11-25,0.076,3,AM,November
2014-06-01,1.669,4,PM,June
2014-05-04,0.713,4,PM,May
2014-04-19,0.081,4,AM,April
2014-11-05,0.643,6,PM,November
2014-08-17,0.742,11,AM,August
2014-10-18,0.459,5,PM,October
2014-02-13,1.824,8,PM,February
2014-01-14,0.648,10,AM,January
2014-08-23,0.533,9,PM,August
2014-01-15,0.86,11,PM,January
2014-11-23,0.147,1,AM,November
2014-04-14,0.064,3,AM,April
2014-09-03,0.333,11,PM,September
2014-04-25,0.132,9,PM,April
2014-01-31,3.052,6,PM,January
2014-03-17,1.012,5,AM,March
2014-03-15,0.742,5,PM,March
2014-07-24,1.32,11,AM,July
2014-08-29,1.915,6,PM,August
2014-03-18,0.504,9,PM,March
2014-10-24,0.113,3,AM,October
2014-04-13,0.098,4,AM,April
2014-07-19,2.527,3,PM,July
2014-04-13,0.099,3,AM,April
2014-12-11,0.772,9,PM,December
2014-08-12,0.961,7,AM,August
2014-08-05,0.446,10,AM,August
2014-05-12,1.242,8,PM,May
2014-03-13,0.17,1,AM,March
2014-08-27,0.24,4,AM,August
2014-12-14,0.55,11,PM,December
2014-12-21,0.323,1,AM,December
2014-05-01,1.31,7,PM,May
2014-02-04,1.373,5,PM,February
2014-05-20,0.742,7,AM,May
2014-12-21,0.583,10,PM,December
2014-09-27,0.189,1,AM,September
2014-10-24,0.182,12,AM,October
2014-02-01,1.285,5,PM,February
2014-11-07,0.216,3,PM,November
2014-08-01,0.264,3,AM,August
2014-10-10,0.206,8,AM,October
2014-09-09,0.774,5,PM,September
2014-03-30,0.946,8,AM,March
2014-01-15,0.618,12,AM,January
2014-02-19,0.408,4,PM,February
2014-02-15,0.655,1,PM,February
2014-07-26,2.328,11,PM,July
2014-06-04,0.428,4,AM,June
2014-11-02,0.259,11,AM,November
2014-11-14,0.687,6,PM,November
2014-05-24,0.59,3,PM,May
2014-07-07,2.938,6,AM,July
2014-04-17,0.122,11,AM,April
2014-02-27,1.091,7,AM,February
2014-09-26,0.164,1,AM,September
2014-05-11,0.475,1,PM,May
2014-10-08,0.733,5,PM,October
2014-05-24,0.451,10,AM,May
2014-08-02,0.367,3,AM,August
2014-09-17,0.115,2,AM,September
2014-08-14,0.95,7,AM,August
2014-11-09,0.632,7,AM,November
2014-05-15,0.197,9,AM,May
2014-08-08,0.367,12,AM,August
2014-10-05,0.211,1,AM,October
2014-03-03,0.988,5,PM,March
2014-05-18,0.619,5,PM,May
2014-03-14,0.378,3,PM,March
2014-07-04,3.062,5,AM,July
2014-01-11,3.888,7,PM,January
2014-05-04,0.605,3,PM,May
2014-12-17,1.004,5,AM,December
2014-12-28,0.512,11,PM,December
2014-04-17,0.142,2,PM,April
2014-02-10,2.117,7,PM,February
2014-07-11,0.902,8,AM,July
2014-09-08,0.67,5,AM,September
2014-03-30,0.408,12,PM,March
2014-06-16,1.312,7,AM,June
2014-03-31,0.832,5,PM,March
2014-03-31,0.162,2,AM,March
2014-12-16,0.24,3,AM,December
2014-04-22,0.535,7,PM,April
2014-06-16,0.335,4,AM,June
2014-10-14,0.781,6,PM,October
2014-04-08,0.351,5,PM,April
2014-10-15,0.764,6,PM,October
2014-01-06,0.364,2,AM,January
2014-06-30,0.742,8,AM,June
2014-05-13,0.163,3,AM,May
2014-10-06,1.008,8,PM,October
2014-02-19,0.929,7,AM,February
2014-10-12,0.961,8,PM,October
2014-12-14,0.37,3,AM,December
2014-04-17,0.051,3,AM,April
2014-11-17,0.899,7,PM,November
2014-08-08,0.636,11,AM,August
2014-11-02,0.859,8,PM,November
2014-12-26,0.189,2,AM,December
2014-09-06,0.218,2,AM,September
2014-07-11,0.864,10,AM,July
2014-02-14,1.44,6,AM,February
2014-12-06,0.515,9,PM,December
2014-02-14,0.32,12,AM,February
2014-03-13,1.656,7,PM,March
2014-06-04,0.414,3,AM,June
2014-12-25,1.881,7,PM,December
2014-06-24,0.572,12,AM,June
2014-02-11,0.245,3,AM,February
2014-10-18,0.209,5,AM,October
2014-09-19,0.277,2,PM,September
2014-02-05,1.048,7,AM,February
2014-10-30,0.912,8,PM,October
2014-05-18,0.276,3,AM,May
2014-06-04,0.317,2,AM,June
2014-11-11,0.2,11,AM,November
2014-04-18,0.556,7,PM,April
2014-06-23,1.044,11,PM,June
2014-03-09,0.437,11,AM,March
2014-04-10,0.104,12,AM,April
2014-08-10,2.268,8,PM,August
2014-08-03,0.374,2,AM,August
2014-10-06,0.202,1,PM,October
2014-09-20,0.25,4,AM,September
2014-07-19,0.828,2,AM,July
2014-11-23,0.254,10,PM,November
2014-10-20,0.187,12,AM,October
2014-03-17,0.131,4,AM,March
2014-05-30,0.368,9,PM,May
2014-10-09,0.235,3,PM,October
2014-05-03,0.776,11,PM,May
2014-11-25,0.677,8,PM,November
2014-09-18,0.504,9,PM,September
2014-09-12,0.147,3,AM,September
2014-05-06,0.346,1,PM,May
2014-11-05,0.209,2,PM,November
2014-06-25,0.778,10,AM,June
2014-09-22,0.395,9,PM,September
2014-10-13,0.382,9,PM,October
2014-12-11,0.501,12,PM,December
2014-07-20,3.254,7,AM,July
2014-10-07,0.242,4,PM,October
2014-07-31,0.989,3,PM,July
2014-06-01,3.791,6,PM,June
2014-06-04,2.738,5,PM,June
2014-11-22,0.478,5,PM,November
2014-05-23,1.152,8,PM,May
2014-06-11,0.927,12,PM,June
2014-02-04,0.36,9,AM,February
2014-09-06,0.697,7,AM,September
2014-07-01,0.442,4,AM,July
2014-11-29,0.267,10,AM,November
2014-02-19,0.292,12,AM,February
2014-02-27,1.555,6,AM,February
2014-08-28,0.499,1,PM,August
2014-05-26,0.571,9,PM,May
2014-04-28,0.058,2,AM,April
2014-09-05,0.322,4,PM,September
2014-08-13,2.074,7,PM,August
2014-11-21,0.144,10,AM,November
2014-07-15,0.384,3,AM,July
2014-03-04,0.392,10,PM,March
2014-10-22,0.357,11,AM,October
2014-12-16,0.378,10,AM,December
2014-07-31,1.382,9,PM,July
2014-04-07,0.321,7,AM,April
2014-09-24,0.793,5,AM,September
2014-10-16,0.216,8,AM,October
2014-12-15,1.602,5,PM,December
2014-06-28,1.411,6,AM,June
2014-12-09,1.69,8,PM,December
2014-05-10,0.576,2,PM,May
2014-03-20,0.476,12,PM,March
2014-07-02,2.825,5,AM,July
2014-12-12,0.506,11,AM,December
2014-11-16,0.232,11,PM,November
2014-05-03,0.466,10,AM,May
2014-06-27,0.389,2,AM,June
2014-02-16,0.641,11,AM,February
2014-04-30,0.18,11,AM,April
2014-07-03,1.2,10,PM,July
2014-12-08,0.512,11,AM,December
2014-12-19,0.176,3,AM,December
2014-09-17,0.371,12,PM,September
2014-12-27,0.33,1,AM,December
2014-09-27,1.512,6,PM,September
2014-10-31,0.118,3,AM,October
2014-12-12,0.493,10,AM,December
2014-03-19,0.165,1,AM,March
2014-12-22,1.416,5,AM,December
2014-11-22,0.15,4,AM,November
2014-08-29,1.882,8,PM,August
2014-08-10,0.41,4,AM,August
2014-12-29,1.516,5,PM,December
2014-05-18,0.259,2,AM,May
2014-08-27,0.576,11,PM,August
2014-01-08,3.492,7,PM,January
2014-12-28,0.376,4,AM,December
2014-10-25,0.481,3,PM,October
2014-03-23,0.48,12,PM,March
2014-07-03,0.96,8,AM,July
2014-03-21,0.928,11,PM,March
2014-04-30,0.125,1,PM,April
2014-12-18,0.493,3,PM,December
2014-03-10,0.452,11,PM,March
2014-11-25,0.073,2,AM,November
2014-11-23,0.381,5,PM,November
2014-12-11,0.484,10,PM,December
2014-06-08,0.983,9,PM,June
2014-02-12,0.278,4,AM,February
2014-05-31,0.271,1,AM,May
2014-12-14,0.933,2,PM,December
2014-01-20,3.648,8,PM,January
2014-06-01,1.782,3,PM,June
2014-11-03,0.687,6,PM,November
2014-09-22,0.417,11,PM,September
2014-08-24,1.112,5,PM,August
2014-06-17,0.61,9,AM,June
2014-06-10,0.698,10,AM,June
2014-09-18,0.179,9,AM,September
2014-09-14,0.643,3,PM,September
2014-06-23,2.592,8,PM,June
2014-04-14,0.116,4,PM,April
2014-11-04,0.814,8,PM,November
2014-02-25,0.356,12,AM,February
2014-12-26,0.422,4,PM,December
2014-07-17,0.883,10,AM,July
2014-05-26,0.19,3,AM,May
2014-05-22,0.146,3,AM,May
2014-08-20,0.442,4,PM,August
2014-07-08,0.528,2,AM,July
2014-08-12,0.714,11,AM,August
2014-09-01,1.21,8,PM,September
2014-11-07,0.074,2,AM,November
2014-06-04,0.313,1,AM,June
2014-10-17,0.727,6,AM,October
2014-11-23,0.948,6,PM,November
2014-05-07,0.134,2,AM,May
2014-04-28,0.114,2,PM,April
2014-04-19,0.204,12,AM,April
2014-07-17,0.684,9,AM,July
2014-07-10,0.797,10,AM,July
2014-08-24,1.794,8,AM,August
2014-05-09,1.685,7,PM,May
2014-10-10,0.349,10,PM,October
2014-11-25,0.162,12,AM,November
2014-09-21,0.185,5,AM,September
2014-12-06,2.218,8,PM,December
2014-10-14,0.207,9,AM,October
2014-12-30,0.392,1,PM,December
2014-11-09,0.25,10,PM,November
2014-05-31,0.216,5,AM,May
2014-09-24,0.28,11,AM,September
2014-10-02,0.245,3,PM,October
2014-09-09,0.291,2,PM,September
2014-12-15,0.409,2,PM,December
2014-10-31,0.966,6,PM,October
2014-02-16,0.742,9,PM,February
2014-01-01,0.83,11,AM,January
2014-05-27,0.384,11,AM,May
2014-01-20,0.468,4,AM,January
2014-07-27,2.87,8,AM,July
2014-09-10,0.157,4,AM,September
2014-06-23,0.328,4,AM,June
2014-08-07,1.339,6,AM,August
2014-09-05,0.636,7,AM,September
2014-03-08,0.821,3,PM,March
2014-11-19,0.191,11,PM,November
2014-12-29,0.497,1,PM,December
2014-03-08,0.245,1,AM,March
2014-02-14,0.571,2,PM,February
2014-11-10,0.144,8,AM,November
2014-03-29,0.525,2,PM,March
2014-02-16,0.662,10,AM,February
2014-04-17,0.468,5,PM,April
2014-09-08,0.23,3,PM,September
2014-06-11,0.513,12,AM,June
2014-04-30,0.068,1,AM,April
2014-12-23,0.361,4,PM,December
2014-10-09,1.142,8,PM,October
2014-12-11,0.229,3,AM,December
2014-12-12,0.431,8,AM,December
2014-07-21,0.816,3,PM,July
2014-03-18,0.233,12,AM,March
2014-05-16,0.17,1,AM,May
2014-03-13,0.48,12,PM,March
2014-07-25,1.085,10,AM,July
2014-06-07,2.644,8,AM,June
2014-05-24,1.714,7,PM,May
2014-06-19,0.882,11,PM,June
2014-04-05,0.193,1,PM,April
2014-09-01,0.255,3,PM,September
2014-02-14,1.404,5,PM,February
2014-05-01,0.256,10,AM,May
2014-03-17,0.864,6,AM,March
2014-09-04,0.823,6,AM,September
2014-10-17,0.333,12,PM,October
2014-04-04,0.454,6,PM,April
2014-10-23,0.162,9,AM,October
2014-10-12,0.432,6,AM,October
2014-11-12,0.589,5,AM,November
2014-05-12,0.13,2,AM,May
2014-04-26,0.286,3,PM,April
2014-08-12,0.226,3,AM,August
2014-03-25,1.109,6,PM,March
2014-07-15,0.96,11,PM,July
2014-05-22,0.349,2,PM,May
2014-01-13,0.34,4,AM,January
2014-04-01,0.078,9,AM,April
2014-01-26,1.968,7,AM,January
2014-09-13,0.399,10,AM,September
2014-02-16,1.037,2,PM,February
2014-07-31,2.35,5,AM,July
2014-10-06,0.697,6,PM,October
2014-11-16,0.409,5,PM,November
2014-04-01,0.064,3,AM,April
2014-05-17,1.144,8,AM,May
2014-04-03,0.14,2,PM,April
2014-10-21,1.015,7,PM,October
2014-11-12,0.673,5,PM,November
2014-07-28,2.765,6,AM,July
2014-06-15,2.117,7,AM,June
2014-10-13,0.874,8,PM,October
2014-02-01,0.922,12,AM,February
2014-10-25,0.588,11,PM,October
2014-08-13,0.546,12,PM,August
2014-12-13,0.444,10,PM,December
2014-11-21,0.674,6,PM,November
2014-08-07,0.499,1,PM,August
2014-08-16,1.008,11,PM,August
2014-05-09,1.123,6,AM,May
2014-06-27,2.47,6,PM,June
2014-09-02,1.176,8,PM,September
2014-09-07,0.605,5,PM,September
2014-06-05,0.414,1,AM,June
2014-03-18,0.742,7,AM,March
2014-12-25,0.851,7,AM,December
2014-07-02,1.116,10,PM,July
2014-11-21,0.164,3,PM,November
2014-06-26,0.418,4,AM,June
2014-11-14,0.146,12,AM,November
2014-08-06,0.214,3,AM,August
2014-09-25,0.294,11,PM,September
2014-10-18,0.509,2,PM,October
2014-05-08,0.19,1,AM,May
2014-12-15,0.2,4,AM,December
2014-08-05,0.432,2,PM,August
2014-07-28,0.626,12,AM,July
2014-04-23,0.454,7,PM,April
2014-07-06,1.987,4,PM,July
2014-05-16,0.349,3,PM,May
2014-07-06,1.814,3,PM,July
2014-08-20,0.67,9,PM,August
2014-12-05,1.473,5,PM,December
2014-09-02,0.343,11,PM,September
2014-05-13,0.146,2,AM,May
2014-07-31,0.456,4,AM,July
2014-11-24,0.2,8,AM,November
2014-12-28,0.719,9,PM,December
2014-06-28,1.685,9,AM,June
2014-12-13,1.544,8,AM,December
2014-01-01,0.51,9,AM,January
2014-04-08,0.389,5,AM,April
2014-09-06,0.617,4,PM,September
2014-06-02,0.389,3,AM,June
2014-04-09,0.475,8,PM,April
2014-09-05,0.125,3,AM,September
2014-09-20,0.538,12,AM,September
2014-03-31,0.476,12,PM,March
2014-10-07,0.258,11,PM,October
2014-10-17,0.864,8,PM,October
2014-01-21,2.508,5,AM,January
2014-07-25,1.987,7,AM,July
2014-10-19,0.643,4,PM,October
2014-04-21,0.061,3,AM,April
2014-10-28,0.64,5,AM,October
2014-08-08,0.394,8,AM,August
2014-03-23,0.768,2,PM,March
2014-01-28,1.98,5,AM,January
2014-09-02,0.113,1,AM,September
2014-06-15,1.912,3,PM,June
2014-03-28,0.259,3,PM,March
2014-09-12,0.255,4,PM,September
2014-10-26,0.486,5,PM,October
2014-06-19,1.98,5,AM,June
2014-12-27,0.601,1,PM,December
2014-10-08,0.693,5,AM,October
2014-05-27,0.31,4,PM,May
2014-06-17,0.31,3,AM,June
2014-07-15,0.475,1,AM,July
2014-10-25,0.378,12,PM,October
2014-12-01,1.401,5,PM,December
2014-06-14,0.508,4,AM,June
2014-10-09,0.267,10,PM,October
2014-05-23,0.358,1,PM,May
2014-10-08,0.941,6,PM,October
2014-09-08,0.949,6,AM,September
2014-06-29,1.782,3,PM,June
2014-12-22,1.04,7,AM,December
2014-07-22,0.842,12,AM,July
2014-07-02,0.413,4,AM,July
2014-09-26,0.624,7,AM,September
2014-10-20,0.663,5,PM,October
2014-05-22,0.468,10,PM,May
2014-12-11,1.487,5,PM,December
2014-01-31,1.848,5,AM,January
2014-07-19,0.828,4,AM,July
2014-02-17,0.475,10,AM,February
2014-02-06,1.67,6,AM,February
2014-07-18,3.672,7,PM,July
2014-06-06,0.306,1,AM,June
2014-01-18,1.638,3,PM,January
2014-10-26,0.167,4,AM,October
2014-10-26,0.594,4,PM,October
2014-01-05,0.618,5,AM,January
2014-03-18,1.142,6,AM,March
2014-07-08,2.16,7,AM,July
2014-07-02,1.32,12,PM,July
2014-08-19,0.295,9,AM,August
2014-02-02,1.112,9,AM,February
2014-05-06,1.339,7,PM,May
2014-06-27,0.778,10,AM,June
2014-07-28,2.402,5,AM,July
2014-05-07,0.144,1,AM,May
2014-10-19,0.295,12,PM,October
2014-10-13,1.069,7,PM,October
2014-09-10,0.941,6,AM,September
2014-01-23,1.2,11,AM,January
2014-10-20,0.13,2,AM,October
2014-08-28,0.566,3,PM,August
2014-02-26,1.344,6,PM,February
2014-09-01,0.294,12,PM,September
2014-08-10,0.768,12,AM,August
2014-09-30,0.322,12,PM,September
2014-09-15,0.23,1,PM,September
2014-10-30,0.281,10,AM,October
2014-08-24,0.349,5,AM,August
2014-06-14,3.143,6,PM,June
2014-03-06,0.257,12,AM,March
2014-09-11,1.333,8,PM,September
2014-09-04,0.12,3,AM,September
2014-05-21,0.826,6,AM,May
2014-06-02,0.292,2,AM,June
2014-03-06,0.242,9,AM,March
2014-09-16,0.333,3,PM,September
2014-05-25,0.437,10,AM,May
2014-03-12,0.32,2,PM,March
2014-04-07,0.142,2,PM,April
2014-01-10,1.62,11,PM,January
2014-09-22,0.35,12,PM,September
2014-02-05,0.562,2,PM,February
2014-03-05,1.714,7,PM,March
2014-01-15,1.368,9,PM,January
2014-09-22,0.288,10,AM,September
2014-10-23,0.283,8,AM,October
2014-01-31,0.76,9,PM,January
2014-11-21,0.112,9,AM,November
2014-01-07,0.416,2,AM,January
2014-09-05,0.378,11,AM,September
2014-12-23,0.242,1,AM,December
2014-11-17,0.184,2,PM,November
2014-05-19,0.288,12,AM,May
2014-10-15,1.134,7,PM,October
2014-10-17,0.552,11,PM,October
2014-10-07,0.108,4,AM,October
2014-03-15,0.49,10,AM,March
2014-07-21,0.806,1,PM,July
2014-04-21,0.313,6,AM,April
2014-08-06,1.57,6,AM,August
2014-08-28,0.678,10,PM,August
2014-06-24,0.806,8,AM,June
2014-04-15,0.09,12,AM,April
2014-05-24,0.235,4,AM,May
2014-08-15,0.672,11,AM,August
2014-11-08,0.306,2,PM,November
2014-05-28,1.008,6,AM,May
2014-08-26,1.214,5,AM,August
2014-09-07,0.662,4,PM,September
2014-01-15,0.444,4,AM,January
2014-06-17,1.966,5,PM,June
2014-08-01,0.266,1,AM,August
2014-11-17,0.164,1,PM,November
2014-10-27,0.966,6,PM,October
2014-09-22,0.963,8,PM,September
2014-06-17,0.713,8,AM,June
2014-09-13,0.68,9,AM,September
2014-12-03,0.512,10,PM,December
2014-08-19,2.506,7,PM,August
2014-04-02,0.178,9,PM,April
2014-08-12,0.223,1,AM,August
2014-10-30,0.136,4,AM,October
2014-11-12,0.158,10,AM,November
2014-10-28,0.142,1,AM,October
2014-05-05,1.243,6,PM,May
2014-10-19,0.331,9,PM,October
2014-10-24,0.198,9,AM,October
2014-08-26,0.534,11,AM,August
2014-07-21,0.706,9,AM,July
2014-11-01,0.842,7,PM,November
2014-09-10,1.424,7,PM,September
2014-04-26,0.275,5,PM,April
2014-07-08,0.509,4,AM,July
2014-07-06,3.65,8,AM,July
2014-12-09,0.238,3,AM,December
2014-01-01,2.856,6,PM,January
2014-10-25,0.821,7,AM,October
2014-04-21,0.475,8,PM,April
2014-03-01,1.57,6,PM,March
2014-08-25,0.47,4,PM,August
2014-10-10,1.075,8,PM,October
2014-12-06,1.109,4,PM,December
2014-02-19,0.588,11,PM,February
2014-09-19,0.244,1,PM,September
2014-04-12,0.148,11,AM,April
2014-04-29,0.071,1,AM,April
2014-12-01,0.51,8,AM,December
2014-08-21,0.264,1,AM,August
2014-08-27,0.252,3,AM,August
2014-07-18,1.068,12,PM,July
2014-11-02,0.597,8,AM,November
2014-09-03,0.168,1,AM,September
2014-01-22,0.768,1,PM,January
2014-04-26,0.502,8,PM,April
2014-01-21,0.696,4,PM,January
2014-05-03,1.238,8,PM,May
2014-07-05,1.574,6,AM,July
2014-04-11,0.108,10,AM,April
2014-07-12,1.325,1,PM,July
